,Shop Order,Component,MRdate,MQISS,Product,BOM qty,BOM qty,MOPNO,Finished qty,MQREQ,Requested qty,Lot Number,SOSTS,Date
189,198817,RM093,20210928,0.0,WP8985,8.551082,8.551082,40,0,152380.281,17820.0,21J198817,04,2021-09-28
190,198817,X9894,20210928,0.0,WP8985,0.0,0.0,888,0,0.0,17820.0,21J198817,04,2021-09-28
191,198817,R98027,20210928,0.0,WP8985,16.860063,16.860063,888,0,300446.323,17820.0,21J198817,04,2021-09-28
192,198817,R98028,20210928,0.0,WP8985,3.454931,3.454931,888,0,61566.87,17820.0,21J198817,04,2021-09-28
193,198817,DC00030201,20210928,0.0,WP8985,0.0,0.0,0,0,0.0,17820.0,21J198817,04,2021-09-28
194,198816,RM160,20210915,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198816,04,2021-09-15
195,198816,RM157,20210915,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198816,04,2021-09-15
196,198816,FS10002899,20210915,0.0,WP8985,0.0,0.0,0,0,0.0,17820.0,21J198816,04,2021-09-15
197,198816,RM020,20210915,0.0,WP8985,0.0,0.0,40,0,0.0,17820.0,21J198816,04,2021-09-15
198,198816,PT00065942,20210915,0.0,WP8985,0.041917,0.041917,0,0,746.961,17820.0,21J198816,04,2021-09-15
199,198816,RM093,20210915,0.0,WP8985,8.551082,8.551082,40,0,152380.281,17820.0,21J198816,04,2021-09-15
200,198816,X9894,20210920,0.0,WP8985,0.0,0.0,888,0,0.0,17820.0,21J198816,04,2021-09-20
201,198816,R98027,20210920,0.0,WP8985,16.860063,16.860063,888,0,300446.323,17820.0,21J198816,04,2021-09-20
202,198816,R98028,20210920,0.0,WP8985,3.454931,3.454931,888,0,61566.87,17820.0,21J198816,04,2021-09-20
203,198816,DC00030201,20210915,0.0,WP8985,0.0,0.0,0,0,0.0,17820.0,21J198816,04,2021-09-15
204,198814,EXP5013,20210923,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12263X,04,2021-09-23
205,198814,EXP5050,20210923,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12263X,04,2021-09-23
206,198814,EXP6001,20210923,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12263X,04,2021-09-23
207,198814,PT00009994,20210923,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12263X,04,2021-09-23
208,198814,X9901,20210923,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12263X,04,2021-09-23
209,198814,4001801,20210923,0.0,8881112083,0.0,0.0,888,0,0.0,240.0,21J12263X,04,2021-09-23
210,198814,4220125,20210923,0.0,8881112083,0.0,0.0,888,0,0.0,240.0,21J12263X,04,2021-09-23
211,198814,4230505,20210923,0.0,8881112083,0.001706,0.001706,888,0,0.409,240.0,21J12263X,04,2021-09-23
212,198814,5241008,20210923,0.0,8881112083,1.0,1.0,888,0,240.0,240.0,21J12263X,04,2021-09-23
213,198814,5500149,20210923,0.0,8881112083,1.0,1.0,888,0,240.0,240.0,21J12263X,04,2021-09-23
214,198814,PT00033969,20210923,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12263X,04,2021-09-23
215,198814,FS10017988,20210923,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12263X,04,2021-09-23
216,198814,4101801,20210923,0.0,8881112083,888.0,888.0,888,0,213120.0,240.0,21J12263X,04,2021-09-23
217,198814,5000109,20210923,0.0,8881112083,2.04,2.04,888,0,489.6,240.0,21J12263X,04,2021-09-23
218,198814,0301009,20210923,0.0,8881112083,8.899904,8.899904,888,0,2135.977,240.0,21J12263X,04,2021-09-23
219,198814,0301001,20210923,0.0,8881112083,5.418816,5.418816,888,0,1300.516,240.0,21J12263X,04,2021-09-23
220,198813,EXP5013,20210922,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12163X,05,2021-09-22
221,198813,EXP5050,20210922,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12163X,05,2021-09-22
222,198813,EXP6001,20210922,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12163X,05,2021-09-22
223,198813,PT00009994,20210922,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12163X,05,2021-09-22
224,198813,X9901,20210922,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12163X,05,2021-09-22
225,198813,4001801,20210922,0.0,8881112083,0.0,0.0,888,0,0.0,240.0,21J12163X,05,2021-09-22
226,198813,4220125,20210922,0.0,8881112083,0.0,0.0,888,0,0.0,240.0,21J12163X,05,2021-09-22
227,198813,4230505,20210922,0.0,8881112083,0.001706,0.001706,888,0,0.409,240.0,21J12163X,05,2021-09-22
228,198813,5241008,20210922,0.0,8881112083,1.0,1.0,888,0,240.0,240.0,21J12163X,05,2021-09-22
229,198813,5500149,20210922,0.0,8881112083,1.0,1.0,888,0,240.0,240.0,21J12163X,05,2021-09-22
230,198813,PT00033969,20210922,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12163X,05,2021-09-22
231,198813,FS10017988,20210922,0.0,8881112083,0.0,0.0,0,0,0.0,240.0,21J12163X,05,2021-09-22
232,198813,4101801,20210922,0.0,8881112083,888.0,888.0,888,0,213120.0,240.0,21J12163X,05,2021-09-22
233,198813,5000109,20210922,0.0,8881112083,2.04,2.04,888,0,489.6,240.0,21J12163X,05,2021-09-22
